,Combined,Game,PitchTypeAll,Pitchtype_3classes_5player,Pitchtype_3classes_Allplayer,Player,PositionCF,PositionSV
5035,Fastball (2-seam),490959-18592634-6083-4cc3-97f6-7892a58ef0ff,Fastball (2-seam),Breaking Ball,Fastball,112526.0,Windup,Windup
5036,Fastball (4-seam),490959-adb4233c-ea07-4b92-a710-fcc65fe18874,Changeup,Fastball,Fastball,112526.0,Windup,Windup
5037,Fastball (2-seam),490959-2709fa27-73c6-4d9d-bc66-1b980dd93601,Fastball (2-seam),Breaking Ball,Fastball,112526.0,Windup,Windup
5038,Fastball (4-seam),490959-b47bdc15-2e04-47e2-a7af-1513d96bb3b4,Fastball (4-seam),Fastball,Fastball,112526.0,Windup,Windup
5039,Fastball (4-seam),490959-b252c557-f2c8-4afe-8e72-82b41c98d34c,Fastball (4-seam),Fastball,Fastball,112526.0,Windup,Windup
5040,Fastball (4-seam),490959-620899d6-2dbe-48c9-95a9-434593ac2457,Fastball (4-seam),Fastball,Fastball,112526.0,Windup,Windup
5041,Fastball (2-seam),490959-55edbfbf-02e5-447b-9cfc-79283ef6ac66,Fastball (2-seam),Breaking Ball,Fastball,112526.0,Stretch,Stretch
5042,Fastball (2-seam),490959-7ad3a880-2ccd-42ad-9eda-405265dd2ee0,Fastball (2-seam),Breaking Ball,Fastball,112526.0,Stretch,Stretch
5043,Fastball (2-seam),490959-9828ac40-0d48-447f-9e7c-e582984707b6,Fastball (2-seam),Breaking Ball,Fastball,112526.0,Stretch,
5044,Changeup,490959-9e4a348f-85aa-485e-a7e2-33a7027add2a,Changeup,Breaking Ball,Changeup,112526.0,Stretch,Stretch
5045,Fastball (4-seam),490959-b58fd8f0-0ca2-45fd-806f-a41ea8d57050,Fastball (4-seam),Breaking Ball,Fastball,601713.0,Windup,Windup
5046,Fastball (2-seam),490959-23ebebe4-c5fa-4331-b19a-df8261019edc,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Windup,Windup
5047,Fastball (2-seam),490959-01a2e16e-a4fb-4f0f-9adb-10c8ae5c77e1,Fastball (2-seam),Changeup,Fastball,601713.0,Windup,Windup
5048,Fastball (2-seam),490959-cf68da41-1a17-4d25-95fc-601f191c1ec1,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Windup,Windup
5049,Curveball,490959-15d773d3-9820-46d6-992f-dd721b77adcf,Curveball,Breaking Ball,Breaking Ball,601713.0,Stretch,Stretch
5050,Curveball,490959-3d25c575-6e9a-44ce-a7a3-ba24b8dfe146,Curveball,Breaking Ball,Breaking Ball,601713.0,Stretch,Stretch
5051,Curveball,490959-fd7807b4-0d9d-4c76-8e0f-a574831de14c,Curveball,Breaking Ball,Breaking Ball,601713.0,Stretch,
5052,Fastball (2-seam),490959-14b690d3-01ce-4aa5-95e7-5b6ce2f4ebc3,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Stretch,Stretch
5053,Fastball (4-seam),490959-e95b9bba-f9ff-4a9e-b855-7825bf5eae36,Fastball (4-seam),Fastball,Fastball,601713.0,Stretch,Stretch
5054,Slider,490959-bfd11624-feba-402b-87ba-40eb19edea93,Slider,Fastball,Breaking Ball,112526.0,Windup,Windup
5055,Changeup,490959-42220a77-8151-4a28-baf4-953be70c79d4,Changeup,Changeup,Changeup,112526.0,Windup,Windup
5056,Fastball (2-seam),490959-aaddf1ba-6593-4639-8f5e-21b4a1c1f656,Fastball (2-seam),Changeup,Fastball,112526.0,Windup,Windup
5057,Fastball (2-seam),490959-67a532b6-3014-447b-a35e-846dc95e5480,Fastball (2-seam),Breaking Ball,Fastball,112526.0,Windup,Windup
5058,Fastball (2-seam),490959-b306b037-59ae-4f47-b91e-d96dcca4d76b,Fastball (2-seam),Fastball,Fastball,112526.0,Stretch,Stretch
5059,Fastball (2-seam),490959-0f238312-2ee3-4b5c-bdfb-0faa24203483,Fastball (2-seam),Fastball,Fastball,112526.0,Stretch,Stretch
5060,Fastball (4-seam),490959-a4178f3c-d513-4408-8e37-ef8aa4d08fe9,Slider,Breaking Ball,Fastball,112526.0,Stretch,Stretch
5061,Fastball (4-seam),490959-3a9ba6bf-b4be-465a-bd72-a488f08d6e88,Fastball (4-seam),Breaking Ball,Fastball,112526.0,Stretch,Stretch
5062,Fastball (2-seam),490959-f6a4b6f3-6fc4-4006-b4e7-74c628712b18,Fastball (2-seam),Fastball,Fastball,112526.0,Stretch,Stretch
5063,Fastball (2-seam),490959-e7d4f531-bdc1-40bb-af06-1faad7e850e6,Fastball (2-seam),Fastball,Fastball,112526.0,Stretch,Stretch
5064,Fastball (2-seam),490959-9be83a5e-0334-4d08-8939-b56567bb04d8,Fastball (2-seam),Fastball,Fastball,112526.0,Stretch,Stretch
5065,Fastball (4-seam),490959-d2fef929-c284-4aa7-be66-c37bd747c892,Fastball (4-seam),Fastball,Fastball,112526.0,Stretch,Stretch
5066,Fastball (4-seam),490959-86d3231c-2069-4054-ba36-72038e718c8f,Fastball (4-seam),Fastball,Fastball,112526.0,Stretch,Stretch
5067,Curveball,490959-8b256e0e-7564-40ce-9b35-3a9475d2ffda,Curveball,Breaking Ball,Breaking Ball,518693.0,Stretch,Stretch
5068,Curveball,490959-1f1178ad-aae7-45cf-8697-60e3fc8f4198,Curveball,Breaking Ball,Breaking Ball,518693.0,Stretch,
5069,Fastball (4-seam),490959-4c2fa511-e4a1-4b57-b20e-2f9c9687732d,Fastball (4-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5070,Fastball (Split-finger),490959-009dbb74-e4c8-4f22-a863-f13ed796df20,Fastball (Split-finger),Fastball,Fastball,518693.0,Stretch,Stretch
5071,Fastball (Split-finger),490959-5afb74ea-fd1f-484c-9d06-dc90a5f6b1c5,Fastball (Split-finger),Fastball,Fastball,518693.0,Stretch,Stretch
5072,Curveball,490959-3496ac5b-f6d2-4080-903e-9dc20a84e91a,Curveball,Breaking Ball,Breaking Ball,518693.0,Stretch,Stretch
5073,Fastball (Split-finger),490959-795e4d1c-9450-4c60-82fe-2509e89298b1,Fastball (Split-finger),Fastball,Fastball,518693.0,Stretch,Stretch
5074,Fastball (Split-finger),490959-d0744637-07ca-452b-b4d8-6bc2243a00a6,Fastball (Split-finger),Fastball,Fastball,518693.0,Stretch,Stretch
5075,Fastball (2-seam),490959-934d2dc3-96a8-40eb-b4ed-712c747eed00,Fastball (2-seam),Fastball,Fastball,601713.0,Windup,Windup
5076,Slider,490959-c9863a66-2915-48a5-85d6-a60b0c60428f,Slider,Breaking Ball,Breaking Ball,601713.0,Windup,Windup
5077,Slider,490959-4bc29635-101f-4f59-b820-dc9490ddba03,Slider,Breaking Ball,Breaking Ball,601713.0,Windup,Windup
5078,Fastball (2-seam),490959-d74e613a-cfcd-42a1-9bb0-f632472d7b80,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Windup,Windup
5079,Fastball (2-seam),490959-b996ebf3-4b48-4814-8368-f104110d524d,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Stretch,Stretch
5080,Fastball (4-seam),490959-647f17c5-813f-46e5-9bc3-b3db5161ed19,Fastball (4-seam),Breaking Ball,Fastball,601713.0,Stretch,Stretch
5081,Fastball (2-seam),490959-bce1050c-770c-4be7-a00a-9d62d7a7c1f5,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Stretch,Stretch
5082,Curveball,490959-e259d673-d8d8-4fc1-a7ac-29a89c726424,Curveball,Breaking Ball,Breaking Ball,601713.0,Stretch,Stretch
5083,Curveball,490959-10c4f463-755e-4463-ae64-ffe3b0eaa865,Curveball,Breaking Ball,Breaking Ball,601713.0,Stretch,
5084,Fastball (4-seam),490959-3cdfea7c-57d7-4b73-9465-673fb1bdd8f6,Fastball (4-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5085,Fastball (4-seam),490959-d2065b3d-59cc-4db8-a828-d20bb0ab5f72,Fastball (4-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5086,Fastball (4-seam),490959-ce455d45-52e0-4069-94be-e5d08d2e67e9,Fastball (4-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5087,Fastball (4-seam),490959-bab72733-b47e-4aee-a510-dca02819a029,Fastball (4-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5088,Curveball,490959-60c17f5f-88df-457a-aed3-5f928b72995f,Curveball,Breaking Ball,Breaking Ball,518693.0,Stretch,Stretch
5089,Fastball (2-seam),490959-78527ec2-cbde-4e90-89ac-21bee89b0f18,Fastball (2-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5090,Fastball (Split-finger),490959-1009c570-a28d-49ed-983e-c3a4b700db49,Fastball (Split-finger),Fastball,Fastball,518693.0,Stretch,Stretch
5091,Fastball (2-seam),490959-3ca1653e-aa15-40de-85b9-f804627d4cef,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Windup,Windup
5092,Fastball (4-seam),490959-a900508b-59e8-4a13-a512-27e73acc52a2,Fastball (4-seam),Breaking Ball,Fastball,601713.0,Stretch,Stretch
5093,Curveball,490959-bc656fbd-f9e0-467e-b394-f709e6b214a9,Curveball,Breaking Ball,Breaking Ball,601713.0,Stretch,Stretch
5094,Curveball,490959-bc778826-2ad8-4c8e-a5b6-86ad6b3757ad,Curveball,Breaking Ball,Breaking Ball,601713.0,Stretch,Stretch
5095,Changeup,490959-bbf13c77-0b50-4311-a011-0253cd0e3dde,Changeup,Breaking Ball,Changeup,601713.0,Stretch,Stretch
5096,Fastball (2-seam),490959-a5698c19-ba2b-4e91-a132-4f97b1597f38,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Stretch,Stretch
5097,Fastball (4-seam),490959-88d2bcf1-6f9d-4363-ad4e-fab8c4fe9434,Fastball (4-seam),Breaking Ball,Fastball,601713.0,Stretch,Stretch
5098,Fastball (2-seam),490959-13157cf4-7ddf-4429-9286-37fa20b422dc,Fastball (2-seam),Breaking Ball,Fastball,601713.0,Stretch,Stretch
5099,Changeup,490959-897fb1a2-4bcc-4f7b-8f5a-38300dc16753,Changeup,Breaking Ball,Changeup,601713.0,Stretch,Stretch
5100,Fastball (2-seam),490959-1c6274bb-d6f1-498d-ab47-1c1d3ebdfde5,Fastball (2-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5101,Fastball (2-seam),490959-6e5f4829-1c07-45d9-a74a-e9168d386e05,Fastball (2-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5102,Fastball (2-seam),490959-b82784fd-412e-4cec-92a7-485c46b22600,Fastball (2-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5103,Fastball (2-seam),490959-ccdcb516-dbb3-4bc5-ab05-97f6f35c15ec,Fastball (2-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5104,Fastball (4-seam),490959-4ce20176-ac60-4a78-aecd-73b1ee70a747,Fastball (4-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5105,Fastball (2-seam),490959-ac56acac-52f4-4065-b1e4-c4ba10172a36,Fastball (2-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5106,Fastball (4-seam),490959-0f33eb14-9819-43d8-944e-170a4c531334,Fastball (4-seam),Fastball,Fastball,518693.0,Stretch,Stretch
5107,Sinker,490959-091742e5-df3e-4aa5-9a62-d104aca47b4a,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5108,Sinker,490959-89dee309-b84c-49c1-8f51-6052989e18e8,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5109,Changeup,490959-7f824877-7581-4929-8f5d-977e0444e00e,Changeup,Breaking Ball,Changeup,491646.0,Stretch,Stretch
5110,Changeup,490959-df06d59d-3ede-4bc2-8951-446015bc69d7,Changeup,Breaking Ball,Changeup,491646.0,Stretch,Stretch
5111,Sinker,490959-1be1d4d6-8b64-47f7-8fc8-22c7342df00b,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5112,Changeup,490959-d3715ed9-4276-4a7d-914a-055afd15b9f4,Changeup,Breaking Ball,Changeup,491646.0,Stretch,Stretch
5113,Sinker,490959-0ad47717-3c93-425c-9fcf-34c464bf0615,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5114,Sinker,490959-fdcdeaf9-34ce-4870-8000-9db5b154062a,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5115,Sinker,490959-30306636-4c3d-41cf-9ed2-28453212dc4a,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5116,Fastball (Split-finger),490959-29d9f68f-f1dd-4400-acb8-1c62e7f9b548,Changeup,Breaking Ball,Fastball,447714.0,Stretch,Stretch
5117,Sinker,490959-b61ab051-3bf7-4db9-95b3-41ba21c533b9,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5118,Slider,490959-d2c05972-c3d0-4ac0-852c-4de3990073be,Sinker,Fastball,Breaking Ball,447714.0,Stretch,Stretch
5119,Sinker,490959-35c64871-d0a5-473f-bda7-7696eb076036,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5120,Sinker,490959-85bb6334-3717-4a46-8906-737890bca2ea,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5121,Sinker,490959-5e9548d5-a89b-41fd-a209-48d5ba413253,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5122,Changeup,490959-700e9192-2f3f-4d68-a607-7cb20f1a879d,Changeup,Breaking Ball,Changeup,491646.0,Stretch,Stretch
5123,Sinker,490959-79447d07-2df6-4c79-8e96-db64249c64c0,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5124,Changeup,490959-f2ee040f-11b8-43f8-8d4d-ce97e5ff7598,Changeup,Breaking Ball,Changeup,491646.0,Stretch,Stretch
5125,Sinker,490959-68532609-ba25-4dac-bfcd-54c88ceb1a80,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5126,Sinker,490959-d656d813-bd42-494b-8426-65e6a1628bbd,Sinker,Fastball,Fastball,491646.0,Stretch,Stretch
5127,Sinker,490959-a66bdec8-c13e-48b1-9806-a2d9673fd1ef,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5128,Changeup,490959-7091af82-0eaf-463c-938c-2e06858f6dd5,Changeup,Breaking Ball,Changeup,491646.0,Stretch,Stretch
5129,Sinker,490959-fe4abe44-ba60-4c19-bbd7-f9981f9d9290,Sinker,Breaking Ball,Fastball,491646.0,Stretch,Stretch
5130,Sinker,490959-6c7e456e-aec6-4782-8aea-57ceb43a5562,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5131,Sinker,490959-9cad2317-2a4a-4aa8-a220-8ecd1c8b68fa,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5132,Sinker,490959-f069997c-4e20-411d-a1fc-5e50d3fdf3c0,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5133,Sinker,490959-664081be-e158-4105-a2c5-ce56aec8063f,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5134,Sinker,490959-c962fc41-2e17-4694-822a-93bc27f490c1,Sinker,Breaking Ball,Fastball,447714.0,Stretch,Stretch
5135,Sinker,490959-01ff0416-f8cf-4e58-b09c-40068893acd6,Sinker,Fastball,Fastball,447714.0,Stretch,Stretch
5136,Slider,490959-da08adad-fb03-4f53-b797-4ebfec628acb,Slider,Fastball,Breaking Ball,447714.0,Stretch,Stretch
5137,Slider,490959-ac231ad4-2c7a-4982-80ad-166bf78f31cd,Slider,Fastball,Breaking Ball,592426.0,Windup,Windup
5138,Slider,490959-7dbadc7b-e060-41b6-a27b-bd8e909138e2,Slider,Fastball,Breaking Ball,592426.0,Windup,Windup
5139,Slider,490959-69268760-cf00-46ac-82e7-c25cc5e3100f,Fastball (4-seam),Fastball,Breaking Ball,592426.0,Stretch,Stretch
5140,Slider,490959-99dc97fa-9b8f-4962-83e3-fe4b48a386fb,Slider,Fastball,Breaking Ball,591693.0,Stretch,Windup
5141,Slider,490959-1eae4aa7-a5c7-44fb-948e-e0a1b99c8d77,Slider,Fastball,Breaking Ball,591693.0,Stretch,Windup
5142,Fastball (2-seam),490959-2e5ff2e3-63eb-42ee-89f2-0f7d81f07d96,Fastball (2-seam),Fastball,Fastball,591693.0,Stretch,Stretch
5143,Fastball (4-seam),490959-d1c1d1b4-da52-4814-a19a-92b87d00a606,Fastball (4-seam),Fastball,Fastball,591693.0,Stretch,Stretch
5144,Slider,490959-ae84175c-6731-439c-a81d-851d16bce83a,Slider,Fastball,Breaking Ball,591693.0,Stretch,Stretch
5145,Fastball (4-seam),490959-f1314f3a-9f1c-4197-8e29-5fd1db9d476e,Fastball (4-seam),Fastball,Fastball,591693.0,Stretch,Stretch
5146,Slider,490959-97f68b7b-e276-45d9-884a-5e0cd765ae3b,Slider,Breaking Ball,Breaking Ball,591693.0,Stretch,Stretch
5147,Slider,490959-1b54e125-1fd2-4cee-827c-2c08f40dba18,Slider,Fastball,Breaking Ball,591693.0,Stretch,Stretch
5148,Changeup,490959-574da5fb-7882-41d7-b723-df61f9ae5616,Changeup,Fastball,Changeup,591693.0,Windup,Windup
5149,Slider,490959-4bd69e8a-6cdf-47d0-9da9-4c6b12fa001b,Slider,Fastball,Breaking Ball,591693.0,Stretch,
5150,Fastball (4-seam),490959-77770fc4-9abd-44d0-b7f0-478928434eea,Fastball (4-seam),Fastball,Fastball,591693.0,Stretch,Stretch
5151,Fastball (4-seam),490959-5b6275b1-485c-4d12-a13b-d3ad5226cb51,Fastball (4-seam),Fastball,Fastball,592426.0,Stretch,Windup
5152,Fastball (4-seam),490959-5bed1bcf-fdd7-4de0-ac42-a547597eb6f7,Fastball (4-seam),Fastball,Fastball,592426.0,Windup,Windup
5153,Curveball,490959-b89680b3-9ac4-4bb9-8f78-7be20977bdcc,Curveball,Fastball,Breaking Ball,592426.0,Windup,Windup
5154,Fastball (4-seam),490959-f3f70e0a-3f9a-4f43-a1d3-4703f056d4af,Curveball,Breaking Ball,Fastball,592426.0,Stretch,Stretch
5155,Slider,490959-ba1a88b7-14c9-40a2-8c0e-f7fd9d203735,Slider,Fastball,Breaking Ball,592426.0,Stretch,Stretch
5156,Fastball (4-seam),490959-d49547af-188c-408b-9e56-afb0255bdb7d,Fastball (4-seam),Fastball,Fastball,592426.0,Windup,Windup
5157,Fastball (2-seam),490959-f096497b-1016-4104-a022-22728eab49c0,Fastball (2-seam),Fastball,Fastball,472610.0,Stretch,Stretch
5158,Fastball (2-seam),490959-8e156f80-fd95-4d41-aa31-ea526513d538,Fastball (2-seam),Fastball,Fastball,472610.0,Stretch,Stretch
5159,Fastball (4-seam),490972-c5577d16-8ce1-4a37-97cc-f4b9e34d4119,Fastball (4-seam),Fastball,Fastball,448802.0,Stretch,Stretch
5160,Fastball (2-seam),490972-eb13f004-a705-4952-ab86-6e3d20edc4ef,Fastball (2-seam),Fastball,Fastball,448802.0,Stretch,Stretch
5161,Fastball (2-seam),490972-9d315fe6-4663-4ad5-9fe4-baa0a5739f33,Fastball (2-seam),Fastball,Fastball,448802.0,Windup,Windup
5162,Fastball (4-seam),490972-2d471b50-60ab-4995-b1c2-e0efa186bdbe,Fastball (4-seam),Fastball,Fastball,448802.0,Windup,
5163,Fastball (Cut),490972-f988beeb-6f69-4b42-ba5a-5260415bf2b1,Fastball (Cut),Fastball,Fastball,448802.0,Windup,Windup
5164,Fastball (2-seam),490972-3e0eec69-5368-4f2f-89a9-3c69170df2fd,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,Windup
5165,Fastball (2-seam),490972-fec74bb4-e630-4ae2-8745-bafafa228011,Fastball (2-seam),,,605400.0,,
5166,Fastball (2-seam),490972-9e626c98-b0f0-4b20-94b0-cd715a654a03,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,Windup
5167,Curveball,490972-b1678c48-b6bc-42a0-ad76-64c6bb877523,Curveball,Breaking Ball,Breaking Ball,605400.0,Stretch,
5168,Curveball,490972-7819b162-f0ff-4b66-9cb1-38b3d433b80f,Fastball (2-seam),Breaking Ball,Breaking Ball,605400.0,Stretch,
5169,Fastball (2-seam),490972-f8e95795-26e6-4472-98a0-590e7b49b8e5,Fastball (2-seam),Fastball,Fastball,448802.0,Windup,Stretch
5170,Changeup,490972-02b8b3aa-8df7-4c98-83fa-ce3ec9d0e483,Changeup,Changeup,Changeup,448802.0,Stretch,Stretch
5171,Fastball (4-seam),490972-56beddef-491d-4c4a-865c-0f3300a9e31a,Fastball (4-seam),Fastball,Fastball,448802.0,Stretch,Stretch
5172,Slider,490972-044f96b8-4d47-4360-ad6e-6ce6bc8946a3,Slider,Breaking Ball,Breaking Ball,448802.0,Windup,
5173,Changeup,490972-42281a6b-e082-449f-b8a5-10e1c91456bc,Changeup,Changeup,Changeup,448802.0,Stretch,
5174,Fastball (2-seam),490972-42cfc895-6646-4d0a-bb6e-67a20e792886,Fastball (2-seam),,,605400.0,,
5175,Fastball (2-seam),490972-930dd377-1558-4614-affe-f92e44924125,Fastball (2-seam),,,605400.0,,
5176,Curveball,490972-4f979741-dbd2-411b-b16e-24a571f2b730,Curveball,Breaking Ball,Breaking Ball,605400.0,Windup,
5177,Curveball,490972-ef1ba975-d032-43b1-a0b5-d4a63777bbfd,Curveball,Breaking Ball,Breaking Ball,605400.0,Windup,Windup
5178,Fastball (2-seam),490972-f56bcd97-57e1-478a-b967-bcb7efd4a62c,Fastball (2-seam),,,605400.0,,
5179,Fastball (2-seam),490972-f22f3ab4-cfa0-4433-9bfb-93bdeb7f6a70,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,
5180,Fastball (2-seam),490972-72a5c01c-4c8e-451f-b571-575ba61deab1,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,Windup
5181,Curveball,490972-9aa5ee72-888e-4030-a628-ea6fa8b800a6,Curveball,Breaking Ball,Breaking Ball,605400.0,Windup,
5182,Curveball,490972-8c609ded-3b72-4b37-95aa-c01850d91605,Curveball,,,605400.0,,
5183,Fastball (2-seam),490972-ca64479d-7715-4a4b-a1e0-31920e0269cf,Fastball (2-seam),Fastball,Fastball,448802.0,Stretch,Stretch
5184,Changeup,490972-a2f290df-b407-43bf-8bdf-094f97200b68,Changeup,Changeup,Changeup,448802.0,Stretch,
5185,Fastball (Cut),490972-300abd4e-d10f-460f-9bf6-aafc68ae6bbb,Fastball (Cut),Fastball,Fastball,448802.0,Stretch,Stretch
5186,Fastball (Cut),490972-b8812728-14ba-4710-b28c-d61ae6dc7a6c,Fastball (Cut),Fastball,Fastball,448802.0,Windup,Stretch
5187,Changeup,490972-cf7ad649-eafc-492a-b4e3-e6bf07fad8af,Changeup,Changeup,Changeup,448802.0,Stretch,Stretch
5188,Fastball (4-seam),490972-c0ebf839-1c72-4ff9-a3a0-8112cdaf4776,Fastball (4-seam),Fastball,Fastball,448802.0,Stretch,
5189,Curveball,490972-e372f5ab-5759-40ba-ae3f-74925907f519,Curveball,Breaking Ball,Breaking Ball,448802.0,Stretch,
5190,Fastball (2-seam),490972-c7233781-db4e-4e27-89e9-3e809365b9f8,Fastball (2-seam),,,605400.0,,
5191,Fastball (2-seam),490972-1a5cd899-91b8-4cc5-841c-8cf38b1f1d15,Fastball (2-seam),,,605400.0,,
5192,Fastball (2-seam),490972-979c7968-8533-4a2a-bee1-db75f05e0696,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,Windup
5193,Fastball (2-seam),490972-23bb467b-2834-4560-8f88-4059fbd7b042,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,Windup
5194,Curveball,490972-3d01c951-2e1e-4e69-881d-c60ce8e03e15,Curveball,Breaking Ball,Breaking Ball,605400.0,Windup,Windup
5195,Fastball (2-seam),490972-a212ff23-ac50-429d-b860-0b929a7e6876,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,Windup
5196,Curveball,490972-888b09df-704a-41f0-9d38-802e42de3084,Curveball,,,605400.0,,
5197,Slider,490972-a8033790-b921-4611-be45-323768322c65,Slider,Breaking Ball,Breaking Ball,605400.0,Stretch,Stretch
5198,Curveball,490972-837ed4f0-b8c5-4c16-95b6-c18f8aa9d1c8,Curveball,Breaking Ball,Breaking Ball,605400.0,Stretch,Stretch
5199,Fastball (2-seam),490972-c2a9e513-1c05-4201-ad19-8a8a0737a719,Fastball (2-seam),Fastball,Fastball,605400.0,Stretch,Stretch
5200,Fastball (2-seam),490972-7d4128ec-dd1f-489e-aecd-d282bd609cf0,Fastball (2-seam),Fastball,Fastball,448802.0,Stretch,Windup
5201,Curveball,490972-4ef81955-ccd5-44f3-adb0-38cc99ca3172,Changeup,Breaking Ball,Breaking Ball,448802.0,Stretch,
5202,Fastball (2-seam),490972-b5282727-c87f-41b3-8ab4-27b0cb3dd0ac,Fastball (2-seam),Fastball,Fastball,448802.0,Windup,Windup
5203,Slider,490972-c17dfe1d-745d-4285-9cd7-3fd2b89610ee,Slider,Breaking Ball,Breaking Ball,448802.0,Windup,Stretch
5204,Changeup,490972-81864882-2b43-47ab-96e4-e5debbc99557,Changeup,Changeup,Changeup,448802.0,Stretch,Stretch
5205,Fastball (Cut),490972-ff60bbd4-d6d5-4ffc-9092-6a58da065c3c,Fastball (Cut),Fastball,Fastball,448802.0,Windup,Stretch
5206,Fastball (2-seam),490972-401404fc-1bec-408f-bb31-442075d88566,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,Windup
5207,Curveball,490972-1a80f6c9-10ad-40be-b9b6-15aab0f2a865,Curveball,Breaking Ball,Breaking Ball,605400.0,Windup,Windup
5208,Curveball,490972-9b2d302d-c2b3-4394-95db-2a8bdfb3280d,Curveball,Breaking Ball,Breaking Ball,605400.0,Windup,Windup
5209,Fastball (2-seam),490972-096978fa-150d-4fbf-b817-4e46993df983,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Windup,Windup
5210,Changeup,490972-90db4c70-5f8f-4a49-acc6-1cc6fe2537e0,Changeup,Fastball,Changeup,605400.0,Windup,Windup
5211,Fastball (Cut),490972-c1a43a84-4c62-455a-8d2d-272760d8a505,Fastball (Cut),Fastball,Fastball,448802.0,Windup,Stretch
5212,Fastball (2-seam),490972-6778d7d9-b7dc-4a0d-965e-fc2ccfe52227,Fastball (2-seam),Fastball,Fastball,448802.0,Windup,Stretch
5213,Curveball,490972-e7786624-2fdd-47a5-8595-410fede82232,Curveball,Breaking Ball,Breaking Ball,448802.0,Stretch,Stretch
5214,Fastball (4-seam),490972-81931249-9ecf-49e6-a891-2918c43e18e3,Fastball (4-seam),Fastball,Fastball,448802.0,Windup,Windup
5215,Curveball,490972-e81504aa-923f-45ef-98be-af2de1ebd395,Curveball,Breaking Ball,Breaking Ball,448802.0,Stretch,
5216,Curveball,490972-1c5b045a-1e38-4c87-87ba-dee56a69d592,Curveball,Breaking Ball,Breaking Ball,605400.0,Windup,Windup
5217,Fastball (4-seam),490972-1bf9c1a0-9a79-48e3-89b2-5fffe3cfa1a2,Fastball (4-seam),Breaking Ball,Fastball,605400.0,Windup,
5218,Curveball,490972-87c8ec63-2d88-4438-b627-c26b634b3891,Curveball,Breaking Ball,Breaking Ball,605400.0,Windup,Windup
5219,Curveball,490972-8c98cf4a-5b32-4963-8bb2-e92a69de36f7,Curveball,Breaking Ball,Breaking Ball,605400.0,Stretch,Stretch
5220,Changeup,490972-cfc582ec-d4c3-4dad-9683-006add770e33,Changeup,Breaking Ball,Changeup,605400.0,Stretch,Stretch
5221,Fastball (2-seam),490972-de4c7671-c618-4226-a84f-878982d6dd9e,Fastball (2-seam),Breaking Ball,Fastball,605400.0,Stretch,Stretch
5222,Fastball (4-seam),490972-2dccd721-0fed-4c77-8d97-290ef5742fd5,Fastball (4-seam),Fastball,Fastball,448802.0,Windup,Windup
5223,Changeup,490972-5774eeb5-7ac3-4350-a380-016fccc2b6d7,Changeup,Breaking Ball,Changeup,448802.0,Stretch,Stretch
